WWWWWWWWWWWWWWWWWWWWWWWW
WWWWWWWWWWWSSWWWWWWWWWWW
WWWWWWWWWWWSSWWWWWWWWWWW
WWWWWWWWWWWSSWWWWWWWWWWW
WWWWWWWWWWMMMMWWWWWWWWWW
WWWWWWWWWMMMMMMWWWWWWWWW
WWWWWWWWMMMMMMMMWWWWWWWW
WWWWWEEEMMMMMMMMWWWWWWWW
WWWWWEEEMMMMMMMMWWWWWWWW
WWWWWWWWMMMMMMMMWWWWWWWW
WWWWWWWWWMMMMMMWWWWWWWWW
WWWWWWWWWWMMMMWWWWWWWWWW
WWWWWWWWWWWWWWWWWWWWWWWW
WWWWWWWWWWWWWWWWWWWWWWWW
O,12.5,8.5,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,8,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,7.5,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,7,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,6.5,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,6,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,5.5,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,5,0,0,12.5,8.5,0,0,0,0.03,0
O,12.5,8,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,7.5,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,7,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,6.5,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,6,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,5.5,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,5,0,0,12.5,8.5,0,0,90,0.03,0
O,12.5,8,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,7.5,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,7,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,6.5,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,6,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,5.5,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,5,0,0,12.5,8.5,0,0,180,0.03,0
O,12.5,8,0,0,12.5,8.5,0,0,270,0.03,0
O,12.5,7.5,0,0,12.5,8.5,0,0,270,0.03,0
O,12.5,7,0,0,12.5,8.5,0,0,270,0.03,0
O,12.5,6.5,0,0,12.5,8.5,0,0,270,0.03,0
O,12.5,6,0,0,12.5,8.5,0,0,270,0.03,0
O,12.5,5.5,0,0,12.5,8.5,0,0,270,0.03,0
O,12.5,5,0,0,12.5,8.5,0,0,270,0.03,0
C,12.5,5.5
C,15.5,8.5
C,12.5,11.5
